정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
GGB209000189,신도브래뉴아파트,37.3841667,126.9478333,2025-10-31,10379.0,31040,경기도 안양시,경기BIS
GGB209000190,신도브래뉴아파트,37.3840167,126.9480167,2025-10-31,10380.0,31040,경기도 안양시,경기BIS
GGB209000191,안양농수산물시장,37.3824667,126.9702,2025-10-31,10381.0,31040,경기도 안양시,경기BIS
GGB209000192,초원대원아파트,37.38765,126.96705,2025-10-31,10382.0,31040,경기도 안양시,경기BIS
GGB209000193,안양2차SK-V1,37.3748833,126.9480167,2025-10-31,10036.0,31040,경기도 안양시,경기BIS
GGB209000194,안양SK-V1,37.3735333,126.9487833,2025-10-31,10037.0,31040,경기도 안양시,경기BIS
GGB209000195,이마트.비산사거리,37.3967,126.9377333,2025-10-31,10042.0,31040,경기도 안양시,경기BIS
GGB209000196,평촌두산위브리버뷰아파트,37.3669833,126.9541833,2025-10-31,10043.0,31040,경기도 안양시,경기BIS
GGB209000197,평촌두산위브리버뷰아파트,37.36695,126.95435,2025-10-31,10141.0,31040,경기도 안양시,경기BIS
GGB209000198,비산1동행정복지센터,37.3998,126.9333667,2025-10-31,10146.0,31040,경기도 안양시,경기BIS
GGB209000199,평촌자이아이파크.안양임곡휴먼시아,37.4004333,126.9313833,2025-10-31,10169.0,31040,경기도 안양시,경기BIS
GGB209000200,대림대학교,37.4015833,126.93155,2025-10-31,10185.0,31040,경기도 안양시,경기BIS
GGB209000201,삼호아파트.평촌우리병원,37.3996333,126.9465,2025-10-31,10193.0,31040,경기도 안양시,경기BIS
GGB209000202,비산체육공원,37.4106,126.95065,2025-10-31,10195.0,31040,경기도 안양시,경기BIS
GGB209000203,평촌엘프라우드2단지,37.4036833,126.9433667,2025-10-31,10271.0,31040,경기도 안양시,경기BIS
GGB209000204,비산노인종합복지관,37.4038667,126.9435167,2025-10-31,10272.0,31040,경기도 안양시,경기BIS
GGB209000205,부흥중고등학교,37.3933833,126.9460333,2025-10-31,10366.0,31040,경기도 안양시,경기BIS
GGB209000206,평촌고등학교,37.3857167,126.954,2025-10-31,10190.0,31040,경기도 안양시,경기BIS
GGB209000207,안양시청후문,37.395,126.95665,2025-10-31,10383.0,31040,경기도 안양시,경기BIS
GGB209000208,학원가사거리.향촌현대아파트,37.3857667,126.9591,2025-10-31,10384.0,31040,경기도 안양시,경기BIS
GGB209000209,학원가사거리.목련우성아파트,37.3856,126.9586,2025-10-31,10385.0,31040,경기도 안양시,경기BIS
GGB209000210,호계중학교.안양시노인종합복지관,37.3793,126.9524167,2025-10-31,10387.0,31040,경기도 안양시,경기BIS
GGB209000211,호계2동행정복지센터,37.3805833,126.95295,2025-10-31,10388.0,31040,경기도 안양시,경기BIS
GGB209000212,평촌트리지아1.2단지,37.3809,126.9511333,2025-10-31,10389.0,31040,경기도 안양시,경기BIS
GGB209000219,동편수변공원앞,37.4065667,126.9699167,2025-10-31,10191.0,31040,경기도 안양시,경기BIS
GGB209000220,동편1단지후문,37.4102167,126.9657833,2025-10-31,10189.0,31040,경기도 안양시,경기BIS
GGB209000221,목련마을,37.3858167,126.95135,2025-10-31,10194.0,31040,경기도 안양시,경기BIS
GGB209000223,목련신동아아파트,37.3869333,126.95305,2025-10-31,10192.0,31040,경기도 안양시,경기BIS
GGB209000224,호계아크로리버,37.3668667,126.9558833,2025-10-31,10196.0,31040,경기도 안양시,경기BIS
GGB209000225,LS타워,37.3725667,126.9477167,2025-10-31,10197.0,31040,경기도 안양시,경기BIS
GGB209000226,LS타워,37.3723833,126.9484667,2025-10-31,10198.0,31040,경기도 안양시,경기BIS
GGB209000227,관양중학교,37.4036333,126.9617,2025-10-31,10114.0,31040,경기도 안양시,경기BIS
GGB209000228,스마트베이(마을),37.3990333,126.9683667,2025-10-31,10372.0,31040,경기도 안양시,경기BIS
GGB209000229,e편한세상아파트,37.3990167,126.9426667,2025-10-31,10216.0,31040,경기도 안양시,경기BIS
GGB209000231,한림대병원,37.3930167,126.9630667,2025-10-31,10201.0,31040,경기도 안양시,경기BIS
GGB209000232,휴비츠.뷰웍스,37.3993833,126.9659667,2025-10-31,10367.0,31040,경기도 안양시,경기BIS
GGB209000233,부안중학교,37.3988,126.9620333,2025-10-31,10202.0,31040,경기도 안양시,경기BIS
GGB209000234,힐스테이트에코평촌.부안중학교,37.3977333,126.9624333,2025-10-31,10203.0,31040,경기도 안양시,경기BIS
GGB209000235,부림초등학교,37.3992667,126.95975,2025-10-31,10204.0,31040,경기도 안양시,경기BIS
GGB209000236,부안중학교,37.3991333,126.9601167,2025-10-31,10205.0,31040,경기도 안양시,경기BIS
GGB209000237,공작마을.성일아파트,37.3987333,126.9582167,2025-10-31,10206.0,31040,경기도 안양시,경기BIS
GGB209000238,공작마을.부영아파트,37.3984667,126.95815,2025-10-31,10207.0,31040,경기도 안양시,경기BIS
GGB209000239,한가람한양아파트,37.4000167,126.953,2025-10-31,10236.0,31040,경기도 안양시,경기BIS
GGB209000240,호계삼거리.디오슈페리움,37.3661667,126.9580167,2025-10-31,10210.0,31040,경기도 안양시,경기BIS
GGB209000241,호계삼거리.디오슈페리움,37.3657167,126.9576,2025-10-31,10208.0,31040,경기도 안양시,경기BIS
GGB209000243,태영아파트,37.3792833,126.9586,2025-10-31,10209.0,31040,경기도 안양시,경기BIS
GGB209000246,동편1단지후문,37.4101167,126.9657,2025-10-31,10220.0,31040,경기도 안양시,경기BIS
GGB209000247,관악초등학교,37.4078333,126.9675667,2025-10-31,10221.0,31040,경기도 안양시,경기BIS
GGB209000248,관악초등학교,37.40775,126.9679667,2025-10-31,10222.0,31040,경기도 안양시,경기BIS
GGB209000249,동편마을1단지,37.4109333,126.9683333,2025-10-31,10223.0,31040,경기도 안양시,경기BIS
GGB209000250,동편마을1단지,37.4108833,126.9686,2025-10-31,10224.0,31040,경기도 안양시,경기BIS
GGB209000251,동편마을2단지,37.41105,126.972,2025-10-31,10226.0,31040,경기도 안양시,경기BIS
GGB209000252,동편마을2단지,37.4103,126.9723333,2025-10-31,10231.0,31040,경기도 안양시,경기BIS
GGB209000253,해오름공원.동편마을4단지후문,37.40875,126.9715,2025-10-31,10232.0,31040,경기도 안양시,경기BIS
GGB209000254,해오름공원.동편마을4단지후문,37.4078,126.9713833,2025-10-31,10227.0,31040,경기도 안양시,경기BIS
GGB209000255,인덕원동행정복지센터,37.4027167,126.9708167,2025-10-31,10228.0,31040,경기도 안양시,경기BIS
GGB209000257,금강펜터리움IT타워,37.4009333,126.9698167,2025-10-31,10229.0,31040,경기도 안양시,경기BIS
GGB209000258,동일테크노타운,37.4012833,126.9703,2025-10-31,10230.0,31040,경기도 안양시,경기BIS
GGB209000259,동편마을입구,37.4051167,126.9718333,2025-10-31,10233.0,31040,경기도 안양시,경기BIS
GGB209000260,종합운동장,37.4036833,126.94965,2025-10-31,10211.0,31040,경기도 안양시,경기BIS
GGB209000261,종합운동장정문,37.4056,126.9500667,2025-10-31,10234.0,31040,경기도 안양시,경기BIS
GGB209000262,행복마을아파트,37.4070667,126.9504,2025-10-31,10219.0,31040,경기도 안양시,경기BIS
GGB209000263,안양인라인경기장,37.40925,126.9507167,2025-10-31,10217.0,31040,경기도 안양시,경기BIS
GGB209000264,안양비산동종점,37.4112667,126.9512,2025-10-31,10215.0,31040,경기도 안양시,경기BIS
GGB209000266,안양인라인경기장,37.4092,126.95045,2025-10-31,10212.0,31040,경기도 안양시,경기BIS
GGB209000267,종합운동장수영장.비산동교회,37.4069167,126.94995,2025-10-31,10214.0,31040,경기도 안양시,경기BIS
GGB209000268,종합운동장,37.4037167,126.9492,2025-10-31,10218.0,31040,경기도 안양시,경기BIS
GGB209000269,귀인동행정복지센터,37.3851833,126.9693,2025-10-31,10235.0,31040,경기도 안양시,경기BIS
GGB209000270,한가람삼성아파트,37.40085,126.9556667,2025-10-31,10237.0,31040,경기도 안양시,경기BIS
GGB209000271,평촌스마트베이.오비즈타워,37.39935,126.9691667,2025-10-31,10239.0,31040,경기도 안양시,경기BIS
GGB209000272,평촌스마트베이.오비즈타워,37.3992,126.9689667,2025-10-31,10240.0,31040,경기도 안양시,경기BIS
GGB209000273,동편카페거리.관양119안전센터,37.4066333,126.9712833,2025-10-31,10241.0,31040,경기도 안양시,경기BIS
GGB209000274,동편카페거리.관양119안전센터,37.4066167,126.9710333,2025-10-31,10242.0,31040,경기도 안양시,경기BIS
GGB209000275,비산화성파크드림,37.3989333,126.9318167,2025-10-31,10243.0,31040,경기도 안양시,경기BIS
GGB209000276,학운공원,37.3990667,126.9500667,2025-10-31,10244.0,31040,경기도 안양시,경기BIS
GGB209000277,안양.범계(공항버스),37.3909,126.9479,2025-10-31,10225.0,31040,경기도 안양시,경기BIS
GGB209000278,관악부영아파트,37.397,126.94495,2025-10-31,10360.0,31040,경기도 안양시,경기BIS
GGB209000279,샛별아파트,37.3960667,126.9529667,2025-10-31,10245.0,31040,경기도 안양시,경기BIS
GGB209000280,KT안양지사,37.3935,126.9543667,2025-10-31,10246.0,31040,경기도 안양시,경기BIS
GGB209000281,관양고등학교,37.4079,126.9600667,2025-10-31,10247.0,31040,경기도 안양시,경기BIS
GGB209000282,현대아파트앞,37.4059667,126.9578667,2025-10-31,10248.0,31040,경기도 안양시,경기BIS
GGB209000283,안양시청후문,37.3949333,126.95705,2025-10-31,10249.0,31040,경기도 안양시,경기BIS
GGB209000284,무궁화진흥아파트,37.3802833,126.9591167,2025-10-31,10250.0,31040,경기도 안양시,경기BIS
GGB209000285,호계중학교입구,37.3778167,126.9540167,2025-10-31,10251.0,31040,경기도 안양시,경기BIS
GGB209000286,한림대병원정문,37.3925333,126.9623333,2025-10-31,10252.0,31040,경기도 안양시,경기BIS
GGB209000287,초원대원아파트,37.3886167,126.9677833,2025-10-31,10253.0,31040,경기도 안양시,경기BIS
GGB209000288,초원럭키아파트,37.3887833,126.9679833,2025-10-31,10254.0,31040,경기도 안양시,경기BIS
GGB209000289,새중앙교회,37.3885,126.9706667,2025-10-31,10255.0,31040,경기도 안양시,경기BIS
GGB209000290,꿈마을우성아파트,37.3882,126.9704833,2025-10-31,10256.0,31040,경기도 안양시,경기BIS
GGB209000291,관악타운정문,37.39625,126.943,2025-10-31,10361.0,31040,경기도 안양시,경기BIS
GGB209000292,학운공원,37.399,126.9492,2025-10-31,10257.0,31040,경기도 안양시,경기BIS
GGB209000293,안양시의회,37.3934333,126.9549333,2025-10-31,10258.0,31040,경기도 안양시,경기BIS
GGB209000294,한가람한양아파트,37.4002,126.9527667,2025-10-31,10259.0,31040,경기도 안양시,경기BIS
GGB209000295,초원부영아파트,37.39225,126.9657333,2025-10-31,10260.0,31040,경기도 안양시,경기BIS
GGB209000296,샛별한양아파트.한양스포츠센터,37.39595,126.9482167,2025-10-31,10261.0,31040,경기도 안양시,경기BIS
GGB209000297,한가람삼성아파트,37.4010667,126.9555833,2025-10-31,10262.0,31040,경기도 안양시,경기BIS
GGB209000298,공작럭키아파트,37.4017167,126.9577167,2025-10-31,10263.0,31040,경기도 안양시,경기BIS
GGB209000299,평촌경영고등학교,37.4014,126.9592167,2025-10-31,10264.0,31040,경기도 안양시,경기BIS
GGB209000300,귀인초등학교,37.3869667,126.9657667,2025-10-31,10265.0,31040,경기도 안양시,경기BIS
GGB209000301,목련두산아파트.평촌고등학교,37.3868833,126.9553667,2025-10-31,10266.0,31040,경기도 안양시,경기BIS
GGB209000302,목련우성아파트,37.3871167,126.95525,2025-10-31,10267.0,31040,경기도 안양시,경기BIS
GGB209000303,안양법원,37.3967833,126.9633833,2025-10-31,10268.0,31040,경기도 안양시,경기BIS
GGB209000304,범계역.힐스테이트,37.3910167,126.95145,2025-10-31,10346.0,31040,경기도 안양시,경기BIS
GGB209000305,중앙공원,37.3883833,126.9595667,2025-10-31,10269.0,31040,경기도 안양시,경기BIS
GGB209000306,중앙공원,37.3885667,126.9593833,2025-10-31,10270.0,31040,경기도 안양시,경기BIS
GGB209000309,샘마을대우.한양아파트,37.3761333,126.9655833,2025-10-31,10273.0,31040,경기도 안양시,경기BIS
GGB209000310,대안여자중학교,37.3762167,126.96575,2025-10-31,10274.0,31040,경기도 안양시,경기BIS
GGB209000311,샘마을.대안중학교,37.3778,126.9675667,2025-10-31,10275.0,31040,경기도 안양시,경기BIS
GGB209000312,샘마을쌍용.우방아파트,37.3777667,126.9678167,2025-10-31,10276.0,31040,경기도 안양시,경기BIS
GGB209000313,신기중학교.평촌더샵아이파크아파트,37.3785167,126.9597333,2025-10-31,10277.0,31040,경기도 안양시,경기BIS
GGB209000314,평촌센텀퍼스트아파트,37.3740333,126.9621667,2025-10-31,10278.0,31040,경기도 안양시,경기BIS
GGB209000315,평촌센텀퍼스트아파트,37.3739833,126.9624,2025-10-31,10279.0,31040,경기도 안양시,경기BIS
GGB209000316,덕현초등학교,37.3751333,126.9615833,2025-10-31,10280.0,31040,경기도 안양시,경기BIS
GGB209000317,무궁화태영아파트.평촌더샵아이파크,37.3777333,126.9579667,2025-10-31,10281.0,31040,경기도 안양시,경기BIS
GGB209000318,일심교회.평촌트루엘파크,37.3772,126.96045,2025-10-31,10282.0,31040,경기도 안양시,경기BIS
GGB209000319,일심교회.평촌트루엘파크,37.3771167,126.9607,2025-10-31,10283.0,31040,경기도 안양시,경기BIS
GGB209000320,덕현초등학교.평촌센텀퍼스트,37.3761333,126.9610333,2025-10-31,10284.0,31040,경기도 안양시,경기BIS
GGB209000321,덕현초등학교.평촌더샵아이파크,37.3761333,126.9612167,2025-10-31,10285.0,31040,경기도 안양시,경기BIS
GGB209000322,덕현초등학교,37.3747167,126.962,2025-10-31,10286.0,31040,경기도 안양시,경기BIS
GGB209000323,신기중학교,37.3782167,126.9601,2025-10-31,10287.0,31040,경기도 안양시,경기BIS
GGB209000324,호계중학교입구,37.3776333,126.9541167,2025-10-31,10288.0,31040,경기도 안양시,경기BIS
GGB209000325,럭키아파트,37.3771,126.9531167,2025-10-31,10289.0,31040,경기도 안양시,경기BIS
GGB209000326,호원초등학교,37.3748667,126.954,2025-10-31,10290.0,31040,경기도 안양시,경기BIS
GGB209000327,평촌어바인퍼스트2단지.호원초등학교,37.3751833,126.9540667,2025-10-31,10291.0,31040,경기도 안양시,경기BIS
GGB209000328,호계성당입구,37.37355,126.95405,2025-10-31,10292.0,31040,경기도 안양시,경기BIS
GGB209000329,호계성당입구,37.3735,126.9543,2025-10-31,10293.0,31040,경기도 안양시,경기BIS
GGB209000330,평촌어바인퍼스트더샵아파트,37.3718833,126.9538167,2025-10-31,10294.0,31040,경기도 안양시,경기BIS
GGB209000331,평촌어바인퍼스트더샵아파트,37.3719333,126.9541167,2025-10-31,10295.0,31040,경기도 안양시,경기BIS
GGB209000332,국제유통단지후문,37.3701,126.9539667,2025-10-31,10296.0,31040,경기도 안양시,경기BIS
GGB209000333,평촌어바인퍼스트1단지,37.37085,126.9542,2025-10-31,10297.0,31040,경기도 안양시,경기BIS
GGB209000334,평촌도서관,37.3953667,126.9584167,2025-10-31,10298.0,31040,경기도 안양시,경기BIS
GGB209000335,안양역푸르지오더샵정문,37.39785,126.9304333,2025-10-31,10299.0,31040,경기도 안양시,경기BIS
GGB209000336,비산1동행정복지센터.비산한신더휴,37.3999,126.9329667,2025-10-31,10300.0,31040,경기도 안양시,경기BIS
GGB209000337,대림대학교,37.4017833,126.93165,2025-10-31,10301.0,31040,경기도 안양시,경기BIS
GGB209000338,안양임곡휴먼시아.평촌자이아이파크,37.4006667,126.9306667,2025-10-31,10302.0,31040,경기도 안양시,경기BIS
GGB209000339,대림대학교,37.4020667,126.93085,2025-10-31,10303.0,31040,경기도 안양시,경기BIS
GGB209000340,대림대학교,37.4023,126.9314333,2025-10-31,10304.0,31040,경기도 안양시,경기BIS
GGB209000342,평촌자이아이파크3문.양성교회,37.403,126.9322333,2025-10-31,10306.0,31040,경기도 안양시,경기BIS
GGB209000343,더포레스트힐,37.4042,126.9329167,2025-10-31,10307.0,31040,경기도 안양시,경기BIS
GGB209000344,더포레스트힐,37.4041167,126.9330833,2025-10-31,10308.0,31040,경기도 안양시,경기BIS
GGB209000345,더포레스트힐.힐스테이트비산파크뷰.비산사회복지관,37.4059167,126.9337333,2025-10-31,10309.0,31040,경기도 안양시,경기BIS
GGB209000346,힐스테이트비산파크뷰.비산사회복지관,37.4065333,126.9339667,2025-10-31,10310.0,31040,경기도 안양시,경기BIS
GGB209000347,평촌도서관,37.3954333,126.9579,2025-10-31,10311.0,31040,경기도 안양시,경기BIS
GGB209000348,안양교육지원청,37.3959667,126.95945,2025-10-31,10312.0,31040,경기도 안양시,경기BIS
GGB209000349,안양교육지원청,37.3957833,126.95955,2025-10-31,10313.0,31040,경기도 안양시,경기BIS
GGB209000350,안양광역등기소,37.3969667,126.9623333,2025-10-31,10314.0,31040,경기도 안양시,경기BIS
GGB209000351,법원.검찰청,37.3968,126.9625,2025-10-31,10315.0,31040,경기도 안양시,경기BIS
GGB209000352,세경아파트후문,37.39585,126.9536,2025-10-31,10316.0,31040,경기도 안양시,경기BIS
GGB209000353,럭키아파트,37.37665,126.9529667,2025-10-31,10317.0,31040,경기도 안양시,경기BIS
GGB209000354,수촌마을,37.40575,126.9564333,2025-10-31,10318.0,31040,경기도 안양시,경기BIS
GGB209000355,명문약국,37.4058333,126.955,2025-10-31,10319.0,31040,경기도 안양시,경기BIS
GGB209000356,성원아파트입구,37.4059167,126.9527,2025-10-31,10320.0,31040,경기도 안양시,경기BIS
GGB209000357,운동장치안센터,37.4037167,126.9516,2025-10-31,10321.0,31040,경기도 안양시,경기BIS
GGB209000358,수촌마을먹거리촌,37.40375,126.9544333,2025-10-31,10322.0,31040,경기도 안양시,경기BIS
GGB209000359,수촌마을,37.4038,126.95655,2025-10-31,10323.0,31040,경기도 안양시,경기BIS
GGB209000360,평촌엘프라우드아파트1단지,37.4057167,126.9432,2025-10-31,10324.0,31040,경기도 안양시,경기BIS
GGB209000361,비산초등학교,37.40555,126.9433333,2025-10-31,10325.0,31040,경기도 안양시,경기BIS
GGB209000362,비산3동행정복지센터,37.4036833,126.9457833,2025-10-31,10326.0,31040,경기도 안양시,경기BIS
GGB209000363,비산3동행정복지센터,37.4038833,126.94565,2025-10-31,10327.0,31040,경기도 안양시,경기BIS
GGB209000364,삼호아파트,37.4032833,126.9467333,2025-10-31,10328.0,31040,경기도 안양시,경기BIS
GGB209000365,삼호뉴타운아파트,37.4032167,126.9469167,2025-10-31,10329.0,31040,경기도 안양시,경기BIS
GGB209000366,대주아파트.비산감리교회,37.4004333,126.9450333,2025-10-31,10330.0,31040,경기도 안양시,경기BIS
GGB209000367,동양아파트,37.4004667,126.9452,2025-10-31,10331.0,31040,경기도 안양시,경기BIS
GGB209000368,홈플러스.동안구청,37.3932,126.95145,2025-10-31,10332.0,31040,경기도 안양시,경기BIS
GGB209000369,동안구청.동안구보건소.우체국,37.3931833,126.9519667,2025-10-31,10333.0,31040,경기도 안양시,경기BIS
GGB209000370,중앙공원,37.3916333,126.9591167,2025-10-31,10334.0,31040,경기도 안양시,경기BIS
GGB209000371,비산사거리.이마트(마을),37.3977333,126.935,2025-10-31,10335.0,31040,경기도 안양시,경기BIS
GGB209000372,GS파워,37.3919,126.9662333,2025-10-31,10337.0,31040,경기도 안양시,경기BIS
GGB209000373,현대아파트,37.40595,126.95815,2025-10-31,10338.0,31040,경기도 안양시,경기BIS
GGB209000374,종합운동장북문,37.4066667,126.9475167,2025-10-31,10339.0,31040,경기도 안양시,경기BIS
GGB209000375,종합운동장북문,37.4067667,126.9476833,2025-10-31,10340.0,31040,경기도 안양시,경기BIS
GGB209000376,종합운동장수영장,37.4065833,126.9489333,2025-10-31,10341.0,31040,경기도 안양시,경기BIS
GGB209000377,종합운동장수영장,37.4066833,126.94925,2025-10-31,10342.0,31040,경기도 안양시,경기BIS
GGB209000378,종합운동장정문,37.4060667,126.9503,2025-10-31,10343.0,31040,경기도 안양시,경기BIS
GGB209000379,종합운동장정문(마을),37.40605,126.94975,2025-10-31,10344.0,31040,경기도 안양시,경기BIS
GGB209000380,공작럭키아파트,37.4015,126.9577667,2025-10-31,10345.0,31040,경기도 안양시,경기BIS
GGB209000381,평촌경영고등학교,37.4015833,126.9595333,2025-10-31,10347.0,31040,경기도 안양시,경기BIS
GGB209000382,스마트스퀘어체육공원,37.3989333,126.9645833,2025-10-31,10348.0,31040,경기도 안양시,경기BIS
GGB209000383,뉴젠스,37.4004,126.96495,2025-10-31,10349.0,31040,경기도 안양시,경기BIS
GGB209000384,관양두산벤처다임.네비웍스,37.4020167,126.96615,2025-10-31,10350.0,31040,경기도 안양시,경기BIS
GGB209000385,안양메가벨리,37.4021333,126.9689833,2025-10-31,10351.0,31040,경기도 안양시,경기BIS
GGB209000386,뷰웍스.휴비츠,37.3994833,126.9658667,2025-10-31,10352.0,31040,경기도 안양시,경기BIS
GGB209000387,더샵센트럴시티,37.3989333,126.9640833,2025-10-31,10353.0,31040,경기도 안양시,경기BIS
GGB209000388,관양고등학교,37.4078667,126.9603167,2025-10-31,10354.0,31040,경기도 안양시,경기BIS
GGB209000389,평촌스마트스퀘어,37.3974833,126.9664167,2025-10-31,10355.0,31040,경기도 안양시,경기BIS
GGB209000390,신한은행,37.4039667,126.9574,2025-10-31,10356.0,31040,경기도 안양시,경기BIS
GGB209000391,신한은행,37.40405,126.9571667,2025-10-31,10357.0,31040,경기도 안양시,경기BIS
GGB209000392,LS어린이집,37.3723333,126.9491333,2025-10-31,10358.0,31040,경기도 안양시,경기BIS
GGB209000393,금정역호계푸르지오아파트,37.3743333,126.9504167,2025-10-31,10359.0,31040,경기도 안양시,경기BIS
GGB209000394,범계역,37.3894333,126.9526667,2025-10-31,10362.0,31040,경기도 안양시,경기BIS
GGB209000395,롯데백화점.범계역(시외),37.3903833,126.9501167,2025-10-31,10238.0,31040,경기도 안양시,경기BIS
GGB209000396,스마트스퀘어.대한전선앞,37.3958833,126.96555,2025-10-31,10336.0,31040,경기도 안양시,경기BIS
GGB209000397,청소년수련관.범계역,37.3919333,126.9503667,2025-10-31,10363.0,31040,경기도 안양시,경기BIS
GGB209000398,호계시외버스정류장,37.38075,126.9541,2025-10-31,10364.0,31040,경기도 안양시,경기BIS
GGB209000399,비산로제비앙,37.3993833,126.93195,2025-10-31,10368.0,31040,경기도 안양시,경기BIS
GGB209000400,안양남초등학교후문,37.3781,126.9674833,2025-10-31,10369.0,31040,경기도 안양시,경기BIS
GGB209000401,평촌스마트스퀘어,37.3974333,126.9662,2025-10-31,10370.0,31040,경기도 안양시,경기BIS
GGB209000402,부림초등학교,37.4001,126.9608167,2025-10-31,10371.0,31040,경기도 안양시,경기BIS
GGB209000403,인덕원성당,37.4031333,126.9743667,2025-10-31,10386.0,31040,경기도 안양시,경기BIS
GGB209508810,LS타워(마을),37.3729833,126.9471,2025-10-31,0.0,31040,경기도 안양시,경기BIS
GGB208000001,서안양우체국.국제나은병원,37.39365,126.9259667,2025-10-31,9157.0,31040,경기도 안양시,경기BIS
GGB208000002,안양센트럴헤센.KCC스위첸,37.3901,126.9289,2025-10-31,9172.0,31040,경기도 안양시,경기BIS
GGB208000003,만안구청,37.3873,126.9312167,2025-10-31,9180.0,31040,경기도 안양시,경기BIS
GGB208000004,성결대학교.안양아트센터.명학역,37.3844167,126.93365,2025-10-31,9190.0,31040,경기도 안양시,경기BIS
GGB208000005,명학대교,37.3836,126.9385833,2025-10-31,9207.0,31040,경기도 안양시,경기BIS
GGB208000006,뉴골든아파트,37.3899833,126.9099667,2025-10-31,9093.0,31040,경기도 안양시,경기BIS
GGB208000007,금용아파트.장은한양아파트,37.3883333,126.9090833,2025-10-31,9080.0,31040,경기도 안양시,경기BIS
GGB208000008,병목안삼거리,37.3859167,126.9065333,2025-10-31,9061.0,31040,경기도 안양시,경기BIS
GGB208000009,한양수자인아파트후문,37.4041833,126.92135,2025-10-31,9004.0,31040,경기도 안양시,경기BIS
GGB208000010,안양역,37.4019333,126.92145,2025-10-31,9145.0,31040,경기도 안양시,경기BIS
GGB208000011,새마을금고,37.41265,126.9093833,2025-10-31,9081.0,31040,경기도 안양시,경기BIS
GGB208000012,석수시장,37.41125,126.9066833,2025-10-31,9063.0,31040,경기도 안양시,경기BIS
GGB208000013,갈뫼어린이공원,37.4101833,126.9066667,2025-10-31,9062.0,31040,경기도 안양시,경기BIS
GGB208000014,경인교육대,37.4315833,126.9181333,2025-10-31,9137.0,31040,경기도 안양시,경기BIS
GGB208000015,정심여자중고등학교,37.4272,126.91505,2025-10-31,9122.0,31040,경기도 안양시,경기BIS
GGB208000016,삼막교,37.4238667,126.9130167,2025-10-31,9110.0,31040,경기도 안양시,경기BIS
GGB208000017,느티나무.삼막맛거리촌,37.42265,126.91195,2025-10-31,9103.0,31040,경기도 안양시,경기BIS
GGB208000018,삼막동입구.삼막맛거리촌,37.4214333,126.9103667,2025-10-31,9088.0,31040,경기도 안양시,경기BIS
GGB208000019,삼성.세림아파트,37.4137333,126.9170167,2025-10-31,9130.0,31040,경기도 안양시,경기BIS
GGB208000020,안양예술공원지하도,37.4101667,126.9138667,2025-10-31,9113.0,31040,경기도 안양시,경기BIS
GGB208000021,안양예술공원지하도,37.4102833,126.9135667,2025-10-31,9112.0,31040,경기도 안양시,경기BIS
GGB208000022,삼성아파트,37.4140667,126.9169167,2025-10-31,9129.0,31040,경기도 안양시,경기BIS
GGB208000023,삼막동입구.삼막맛거리촌,37.42165,126.9102833,2025-10-31,9089.0,31040,경기도 안양시,경기BIS
GGB208000024,느티나무.삼막맛거리촌,37.4232333,126.91225,2025-10-31,9104.0,31040,경기도 안양시,경기BIS
GGB208000025,삼막교,37.4244833,126.91305,2025-10-31,9111.0,31040,경기도 안양시,경기BIS
GGB208000026,정심여자중고등학교,37.42735,126.9148833,2025-10-31,9121.0,31040,경기도 안양시,경기BIS
GGB208000027,창박골,37.3842333,126.9022333,2025-10-31,9346.0,31040,경기도 안양시,경기BIS
GGB208000028,경인교육대후문,37.43245,126.9151333,2025-10-31,9120.0,31040,경기도 안양시,경기BIS
GGB208000029,경인교육대,37.4312667,126.9180833,2025-10-31,9136.0,31040,경기도 안양시,경기BIS
GGB208000030,양명고.양명여고.대우아파트,37.4071333,126.92275,2025-10-31,9149.0,31040,경기도 안양시,경기BIS
GGB208000031,장애인복지회관,37.41305,126.91965,2025-10-31,9142.0,31040,경기도 안양시,경기BIS
GGB208000032,석수지구대,37.4150167,126.918,2025-10-31,9135.0,31040,경기도 안양시,경기BIS
GGB208000033,안양예술공원,37.4165333,126.91395,2025-10-31,9115.0,31040,경기도 안양시,경기BIS
GGB208000034,관악역,37.4199167,126.9092833,2025-10-31,9082.0,31040,경기도 안양시,경기BIS
GGB208000035,한양수자인아파트후문,37.4041333,126.9212667,2025-10-31,9029.0,31040,경기도 안양시,경기BIS
GGB208000036,고용노동부안양지청.명학자동차운전전문학원,37.3861,126.9384667,2025-10-31,9352.0,31040,경기도 안양시,경기BIS
GGB208000037,석수역(중),37.4335833,126.90335,2025-10-31,9040.0,31040,경기도 안양시,경기BIS
GGB208000039,관악역(공항버스),37.41835,126.91185,2025-10-31,9053.0,31040,경기도 안양시,경기BIS
GGB208000040,한마음선원.관악역이안아파트,37.42265,126.90735,2025-10-31,9067.0,31040,경기도 안양시,경기BIS
GGB208000041,관악역,37.4196333,126.9103333,2025-10-31,9084.0,31040,경기도 안양시,경기BIS
GGB208000042,안양예술공원,37.4166667,126.91465,2025-10-31,9119.0,31040,경기도 안양시,경기BIS
GGB208000043,안양예술공원입구.아르테자이후문,37.4155833,126.9179167,2025-10-31,9133.0,31040,경기도 안양시,경기BIS
