정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
GGB208000044,주공뜨란채후문,37.40085,126.9249667,2025-10-31,9041.0,31040,경기도 안양시,경기BIS
GGB208000045,양명고.양명여고.대우아파트,37.4068667,126.9234833,2025-10-31,9150.0,31040,경기도 안양시,경기BIS
GGB208000046,효성티앤씨.호계대교,37.3805833,126.9380833,2025-10-31,9206.0,31040,경기도 안양시,경기BIS
GGB208000047,동아제약물류센터,37.4186667,126.9067167,2025-10-31,9066.0,31040,경기도 안양시,경기BIS
GGB208000048,효성티앤씨.호계대교,37.3806333,126.9383667,2025-10-31,9205.0,31040,경기도 안양시,경기BIS
GGB208000050,안양문화원.소방서,37.3904667,126.9254667,2025-10-31,9155.0,31040,경기도 안양시,경기BIS
GGB208000051,안양세무서,37.3890167,126.9259167,2025-10-31,9159.0,31040,경기도 안양시,경기BIS
GGB208000052,만안경찰서,37.3870667,126.9268167,2025-10-31,9165.0,31040,경기도 안양시,경기BIS
GGB208000053,만안평생교육센터,37.3856,126.9273667,2025-10-31,9167.0,31040,경기도 안양시,경기BIS
GGB208000054,만안청소년수련관.태양철물,37.3836167,126.92855,2025-10-31,9170.0,31040,경기도 안양시,경기BIS
GGB208000055,성결대학교,37.3822333,126.92975,2025-10-31,9174.0,31040,경기도 안양시,경기BIS
GGB208000056,노루페인트.대림한숲아파트,37.4046,126.8930833,2025-10-31,9012.0,31040,경기도 안양시,경기BIS
GGB208000057,충훈2교,37.4036833,126.89495,2025-10-31,9018.0,31040,경기도 안양시,경기BIS
GGB208000058,한일아파트.삼봉마을,37.4017667,126.8985667,2025-10-31,9030.0,31040,경기도 안양시,경기BIS
GGB208000059,한라비발디아파트,37.4021667,126.902,2025-10-31,9042.0,31040,경기도 안양시,경기BIS
GGB208000060,박달벽산.한양수자인에듀파크,37.4025167,126.90535,2025-10-31,9057.0,31040,경기도 안양시,경기BIS
GGB208000061,박달우성아파트,37.40265,126.9082333,2025-10-31,9074.0,31040,경기도 안양시,경기BIS
GGB208000062,박달사거리.박달문화센터,37.4026833,126.9113833,2025-10-31,9100.0,31040,경기도 안양시,경기BIS
GGB208000063,안양여중고.안양성결교회,37.4027667,126.9154833,2025-10-31,9127.0,31040,경기도 안양시,경기BIS
GGB208000064,대동문고.댕리단길,37.4013833,126.9195,2025-10-31,9139.0,31040,경기도 안양시,경기BIS
GGB208000065,안양1번가.안양고용센터,37.399,126.9214667,2025-10-31,9146.0,31040,경기도 안양시,경기BIS
GGB208000066,남부시장,37.3960833,126.9239167,2025-10-31,9153.0,31040,경기도 안양시,경기BIS
GGB208000067,안양역,37.3998667,126.9234333,2025-10-31,9152.0,31040,경기도 안양시,경기BIS
GGB208000068,안양역,37.3997833,126.9237667,2025-10-31,9154.0,31040,경기도 안양시,경기BIS
GGB208000069,안양역,37.40145,126.9222333,2025-10-31,9213.0,31040,경기도 안양시,경기BIS
GGB208000070,석수현대아파트,37.4158667,126.9074833,2025-10-31,9068.0,31040,경기도 안양시,경기BIS
GGB208000071,농협.KT석수지점,37.4126833,126.9101,2025-10-31,9092.0,31040,경기도 안양시,경기BIS
GGB208000072,안양대교앞,37.4105833,126.9118833,2025-10-31,9102.0,31040,경기도 안양시,경기BIS
GGB208000073,안양대교,37.4092,126.9112333,2025-10-31,9097.0,31040,경기도 안양시,경기BIS
GGB208000074,럭키아파트,37.4083167,126.90785,2025-10-31,9069.0,31040,경기도 안양시,경기BIS
GGB208000075,박석교.삼정빌라,37.4063167,126.9083167,2025-10-31,9076.0,31040,경기도 안양시,경기BIS
GGB208000076,박달시장,37.4053,126.90895,2025-10-31,9079.0,31040,경기도 안양시,경기BIS
GGB208000077,박달동행정복지센터,37.4038,126.9098667,2025-10-31,9091.0,31040,경기도 안양시,경기BIS
GGB208000078,호현마을,37.4061667,126.8854,2025-10-31,9006.0,31040,경기도 안양시,경기BIS
GGB208000079,친목마을,37.4092167,126.8830833,2025-10-31,9002.0,31040,경기도 안양시,경기BIS
GGB208000080,명학초교,37.3821,126.93575,2025-10-31,9201.0,31040,경기도 안양시,경기BIS
GGB208000081,미도아파트.메트로병원,37.3784167,126.9394833,2025-10-31,9224.0,31040,경기도 안양시,경기BIS
GGB208000082,미도아파트.메트로병원,37.3784667,126.9388667,2025-10-31,9208.0,31040,경기도 안양시,경기BIS
GGB208000083,명학초교,37.3816333,126.9356167,2025-10-31,9202.0,31040,경기도 안양시,경기BIS
GGB208000084,명학대교.안양자동차매매단지,37.3833167,126.9390667,2025-10-31,9209.0,31040,경기도 안양시,경기BIS
GGB208000085,성결대학교.안양아트센터.명학역,37.3843333,126.9332333,2025-10-31,9189.0,31040,경기도 안양시,경기BIS
GGB208000086,만안구청,37.3869,126.9310833,2025-10-31,9179.0,31040,경기도 안양시,경기BIS
GGB208000087,안양센트럴헤센.KCC스위첸,37.38975,126.92875,2025-10-31,9171.0,31040,경기도 안양시,경기BIS
GGB208000088,박석교.삼정빌라,37.4062,126.90815,2025-10-31,9071.0,31040,경기도 안양시,경기BIS
GGB208000089,안양대교,37.4108667,126.9111833,2025-10-31,9098.0,31040,경기도 안양시,경기BIS
GGB208000090,석수시장.석수현대아파트,37.4143333,126.9082333,2025-10-31,9073.0,31040,경기도 안양시,경기BIS
GGB208000091,석수현대아파트,37.41755,126.9086167,2025-10-31,9077.0,31040,경기도 안양시,경기BIS
GGB208000092,관악역,37.4188333,126.9086833,2025-10-31,9078.0,31040,경기도 안양시,경기BIS
GGB208000093,석수체육공원.자동차학원.원태우지사의거지,37.4226333,126.9057333,2025-10-31,9059.0,31040,경기도 안양시,경기BIS
GGB208000094,대림.LG.힐스테이트아파트(중),37.4312,126.9038167,2025-10-31,9054.0,31040,경기도 안양시,경기BIS
GGB208000095,우체국사거리.안양초교.중화한방병원,37.3945167,126.92635,2025-10-31,9161.0,31040,경기도 안양시,경기BIS
GGB208000096,충훈부종점,37.4090667,126.8937833,2025-10-31,9014.0,31040,경기도 안양시,경기BIS
GGB208000097,청란공원,37.4079167,126.8951,2025-10-31,9019.0,31040,경기도 안양시,경기BIS
GGB208000098,용강빌라,37.4073,126.8964333,2025-10-31,9027.0,31040,경기도 안양시,경기BIS
GGB208000099,충훈동행정복지센터.코오롱하늘채아파트,37.4077333,126.8986,2025-10-31,9032.0,31040,경기도 안양시,경기BIS
GGB208000100,석수초등학교,37.4074,126.9000167,2025-10-31,9037.0,31040,경기도 안양시,경기BIS
GGB208000101,석수아이파크,37.4067667,126.9021167,2025-10-31,9049.0,31040,경기도 안양시,경기BIS
GGB208000102,럭키아파트,37.4085,126.9078,2025-10-31,9070.0,31040,경기도 안양시,경기BIS
GGB208000103,안양대교,37.4093,126.9110333,2025-10-31,9096.0,31040,경기도 안양시,경기BIS
GGB208000104,만안초교,37.4067833,126.915,2025-10-31,9123.0,31040,경기도 안양시,경기BIS
GGB208000105,안양여중고,37.40395,126.91735,2025-10-31,9131.0,31040,경기도 안양시,경기BIS
GGB208000106,석수아이파크,37.4065833,126.9020833,2025-10-31,9043.0,31040,경기도 안양시,경기BIS
GGB208000107,석수초등학교,37.40725,126.8999,2025-10-31,9036.0,31040,경기도 안양시,경기BIS
GGB208000108,충훈동행정복지센터.코오롱하늘채아파트,37.4075667,126.8988333,2025-10-31,9031.0,31040,경기도 안양시,경기BIS
GGB208000109,용강빌라,37.4071,126.8960333,2025-10-31,9023.0,31040,경기도 안양시,경기BIS
GGB208000110,청란공원,37.4080833,126.8947167,2025-10-31,9016.0,31040,경기도 안양시,경기BIS
GGB208000111,서조레스텔,37.39625,126.8947167,2025-10-31,9013.0,31040,경기도 안양시,경기BIS
GGB208000112,친목마을,37.4091,126.8835,2025-10-31,9003.0,31040,경기도 안양시,경기BIS
GGB208000113,호현마을,37.4072333,126.8849667,2025-10-31,9212.0,31040,경기도 안양시,경기BIS
GGB208000114,우체국사거리.안양초교.중화한방병원,37.3947833,126.9261833,2025-10-31,9162.0,31040,경기도 안양시,경기BIS
GGB208000115,안양역푸르지오더샵.비산대교,37.3971333,126.9306167,2025-10-31,9177.0,31040,경기도 안양시,경기BIS
GGB208000116,대림.LG.힐스테이트아파트(중),37.42975,126.9043333,2025-10-31,9056.0,31040,경기도 안양시,경기BIS
GGB208000117,원태우지사의거지.석수체육공원.자동차학원,37.422,126.9065833,2025-10-31,9060.0,31040,경기도 안양시,경기BIS
GGB208000118,동아제약물류센터,37.4181167,126.9070667,2025-10-31,9064.0,31040,경기도 안양시,경기BIS
GGB208000119,명학역,37.3846667,126.9349833,2025-10-31,9199.0,31040,경기도 안양시,경기BIS
GGB208000120,평성교회.호정타워,37.388,126.9337667,2025-10-31,9192.0,31040,경기도 안양시,경기BIS
GGB208000121,주접지하도.삼익아파트,37.3910667,126.9321,2025-10-31,9185.0,31040,경기도 안양시,경기BIS
GGB208000122,하이트타운아파트,37.3937667,126.93,2025-10-31,9175.0,31040,경기도 안양시,경기BIS
GGB208000123,남부시장,37.3966833,126.9266167,2025-10-31,9163.0,31040,경기도 안양시,경기BIS
GGB208000124,남부시장,37.3971833,126.92635,2025-10-31,9164.0,31040,경기도 안양시,경기BIS
GGB208000125,하이트타운아파트,37.3936333,126.93045,2025-10-31,9176.0,31040,경기도 안양시,경기BIS
GGB208000126,주접지하도.삼익아파트,37.3916333,126.9319833,2025-10-31,9184.0,31040,경기도 안양시,경기BIS
GGB208000127,평성교회.호정타워,37.3880167,126.9339833,2025-10-31,9193.0,31040,경기도 안양시,경기BIS
GGB208000128,명학역,37.3857833,126.9348333,2025-10-31,9197.0,31040,경기도 안양시,경기BIS
GGB208000129,연현초교,37.4261833,126.9027167,2025-10-31,9048.0,31040,경기도 안양시,경기BIS
GGB208000130,석수현대아파트.관악역,37.4171667,126.9083167,2025-10-31,9072.0,31040,경기도 안양시,경기BIS
GGB208000131,광명역자이타워,37.41935,126.88985,2025-10-31,9045.0,31040,경기도 안양시,경기BIS
GGB208000132,창박골,37.3843833,126.9023167,2025-10-31,9047.0,31040,경기도 안양시,경기BIS
GGB208000133,현대아파트.안양서중학교,37.3849,126.9037333,2025-10-31,9055.0,31040,경기도 안양시,경기BIS
GGB208000134,병목안삼거리,37.3860167,126.9064833,2025-10-31,9065.0,31040,경기도 안양시,경기BIS
GGB208000135,금용아파트.장은한양아파트,37.3887,126.9091833,2025-10-31,9085.0,31040,경기도 안양시,경기BIS
GGB208000136,뉴골든아파트,37.39,126.9097833,2025-10-31,9090.0,31040,경기도 안양시,경기BIS
GGB208000137,새마을,37.3925833,126.9094167,2025-10-31,9087.0,31040,경기도 안양시,경기BIS
GGB208000138,프라자아파트.안양예고입구,37.3946667,126.9126333,2025-10-31,9107.0,31040,경기도 안양시,경기BIS
GGB208000139,박석교.둔치주차장,37.40765,126.9104167,2025-10-31,9046.0,31040,경기도 안양시,경기BIS
GGB208000140,박석교.둔치주차장,37.4079,126.9105833,2025-10-31,9050.0,31040,경기도 안양시,경기BIS
GGB208000141,서조레스텔,37.3966833,126.8954833,2025-10-31,9051.0,31040,경기도 안양시,경기BIS
GGB208000142,안양도시농업체험농장,37.3887333,126.8848833,2025-10-31,9052.0,31040,경기도 안양시,경기BIS
GGB208000143,은평교회,37.3916833,126.9350667,2025-10-31,9198.0,31040,경기도 안양시,경기BIS
GGB208000144,태광전자,37.3904167,126.9377,2025-10-31,9204.0,31040,경기도 안양시,경기BIS
GGB208000145,광신프로그레스리버뷰아파트,37.3901667,126.9396167,2025-10-31,9211.0,31040,경기도 안양시,경기BIS
GGB208000146,광신프로그레스리버뷰아파트,37.3901167,126.9392667,2025-10-31,9210.0,31040,경기도 안양시,경기BIS
GGB208000147,태광전자,37.3903,126.93785,2025-10-31,9203.0,31040,경기도 안양시,경기BIS
GGB208000148,유토피아,37.3908833,126.9351,2025-10-31,9200.0,31040,경기도 안양시,경기BIS
GGB208000149,안양도시농업체험농장,37.3887,126.88505,2025-10-31,9143.0,31040,경기도 안양시,경기BIS
GGB208000150,박달과학화예비군훈련장,37.3885,126.8839333,2025-10-31,9148.0,31040,경기도 안양시,경기BIS
GGB208000151,서조체육시설,37.3943,126.8935,2025-10-31,9182.0,31040,경기도 안양시,경기BIS
GGB208000152,석수역(마을),37.4343833,126.90285,2025-10-31,9186.0,31040,경기도 안양시,경기BIS
GGB208000153,프라자아파트,37.3939167,126.9117,2025-10-31,9101.0,31040,경기도 안양시,경기BIS
GGB208000154,새마을,37.3925,126.9096,2025-10-31,9086.0,31040,경기도 안양시,경기BIS
GGB208000155,서안양우체국.국제나은병원,37.3929,126.9261,2025-10-31,9160.0,31040,경기도 안양시,경기BIS
GGB208000156,벽산상가.2001아울렛,37.3963667,126.9231667,2025-10-31,9151.0,31040,경기도 안양시,경기BIS
GGB208000157,안양중앙시장.안양고용센터,37.3993167,126.9207333,2025-10-31,9144.0,31040,경기도 안양시,경기BIS
GGB208000158,안양시외버스정류소.교보생명.댕리단길,37.40145,126.919,2025-10-31,9138.0,31040,경기도 안양시,경기BIS
GGB208000159,안양여중고.안양성결교회,37.4025667,126.9150833,2025-10-31,9124.0,31040,경기도 안양시,경기BIS
GGB208000160,박달사거리.박달문화센터,37.4024833,126.9113167,2025-10-31,9099.0,31040,경기도 안양시,경기BIS
GGB208000161,박달우성아파트,37.4024667,126.9083,2025-10-31,9075.0,31040,경기도 안양시,경기BIS
GGB208000162,호현동행정복지센터.한양수자인에듀파크,37.4023167,126.9054167,2025-10-31,9058.0,31040,경기도 안양시,경기BIS
GGB208000163,한라비발디아파트,37.4018833,126.9018,2025-10-31,9038.0,31040,경기도 안양시,경기BIS
GGB208000164,한일아파트.삼봉마을,37.4016667,126.8977667,2025-10-31,9028.0,31040,경기도 안양시,경기BIS
GGB208000165,충훈부입구.충훈2교,37.4026,126.8961333,2025-10-31,9024.0,31040,경기도 안양시,경기BIS
GGB208000166,노루페인트.대림한숲아파트,37.4048167,126.8917667,2025-10-31,9009.0,31040,경기도 안양시,경기BIS
GGB208000167,호현삼거리,37.4048,126.8866167,2025-10-31,9007.0,31040,경기도 안양시,경기BIS
GGB208000168,박달주유소,37.4042333,126.88535,2025-10-31,9005.0,31040,경기도 안양시,경기BIS
GGB208000169,코카콜라물류센터,37.40545,126.8905333,2025-10-31,9008.0,31040,경기도 안양시,경기BIS
GGB208000170,새마을금고,37.3829667,126.9317,2025-10-31,9183.0,31040,경기도 안양시,경기BIS
GGB208000171,안양8동,37.3831,126.9326667,2025-10-31,9187.0,31040,경기도 안양시,경기BIS
GGB208000172,성결대학교,37.3823,126.9306333,2025-10-31,9178.0,31040,경기도 안양시,경기BIS
GGB208000173,수안재,37.3828167,126.9289667,2025-10-31,9173.0,31040,경기도 안양시,경기BIS
GGB208000174,만안청소년수련관.태양철물,37.3835333,126.9284167,2025-10-31,9169.0,31040,경기도 안양시,경기BIS
GGB208000175,만안평생교육센터,37.3853,126.9273333,2025-10-31,9168.0,31040,경기도 안양시,경기BIS
GGB208000176,만안경찰서,37.3869833,126.9266333,2025-10-31,9166.0,31040,경기도 안양시,경기BIS
GGB208000177,안양세무서,37.3891333,126.9256833,2025-10-31,9158.0,31040,경기도 안양시,경기BIS
GGB208000178,소방서,37.3899,126.92535,2025-10-31,9156.0,31040,경기도 안양시,경기BIS
GGB208000179,삼성빌라,37.4018,126.9110667,2025-10-31,9094.0,31040,경기도 안양시,경기BIS
GGB208000180,진흥아파트,37.4004333,126.9126333,2025-10-31,9106.0,31040,경기도 안양시,경기BIS
GGB208000181,정우아파트,37.39815,126.91325,2025-10-31,9109.0,31040,경기도 안양시,경기BIS
GGB208000182,안양3동행정복지센터,37.3968,126.9141,2025-10-31,9114.0,31040,경기도 안양시,경기BIS
GGB208000183,성원아파트,37.3960833,126.91525,2025-10-31,9125.0,31040,경기도 안양시,경기BIS
GGB208000184,삼덕공원,37.3977,126.9171667,2025-10-31,9132.0,31040,경기도 안양시,경기BIS
GGB208000185,중앙시장.BYC안양오피스텔,37.39905,126.9188333,2025-10-31,9141.0,31040,경기도 안양시,경기BIS
GGB208000186,안양1번가.안양역,37.3981833,126.92215,2025-10-31,9147.0,31040,경기도 안양시,경기BIS
GGB208000187,삼덕공원,37.3984333,126.9182667,2025-10-31,9134.0,31040,경기도 안양시,경기BIS
GGB208000188,성원아파트,37.3959667,126.9154167,2025-10-31,9126.0,31040,경기도 안양시,경기BIS
GGB208000189,연성대학교,37.3964,126.9141667,2025-10-31,9116.0,31040,경기도 안양시,경기BIS
GGB208000190,정우아파트,37.3983833,126.9130167,2025-10-31,9108.0,31040,경기도 안양시,경기BIS
GGB208000191,진흥아파트,37.4003167,126.9124667,2025-10-31,9105.0,31040,경기도 안양시,경기BIS
GGB208000192,삼성빌라,37.4016333,126.9108667,2025-10-31,9095.0,31040,경기도 안양시,경기BIS
GGB208000193,충훈고교,37.4101,126.8921833,2025-10-31,9010.0,31040,경기도 안양시,경기BIS
GGB208000194,생태이야기관.안양그린마루,37.4174,126.8955833,2025-10-31,9020.0,31040,경기도 안양시,경기BIS
GGB208000195,생태이야기관.안양그린마루,37.41725,126.8957667,2025-10-31,9021.0,31040,경기도 안양시,경기BIS
GGB208000196,충훈고교,37.4102167,126.89235,2025-10-31,9011.0,31040,경기도 안양시,경기BIS
GGB208000197,안양사거리.청원놀이터,37.4033333,126.91945,2025-10-31,9140.0,31040,경기도 안양시,경기BIS
GGB208000198,충훈2교,37.4052833,126.8959167,2025-10-31,9022.0,31040,경기도 안양시,경기BIS
GGB208000199,어반포레자연앤e편한세상.성원5차,37.3899,126.9207833,2025-10-31,9191.0,31040,경기도 안양시,경기BIS
GGB208000200,병목안시민공원,37.38555,126.9064667,2025-10-31,9194.0,31040,경기도 안양시,경기BIS
GGB208000201,병목안로식당가,37.3805167,126.9059167,2025-10-31,9195.0,31040,경기도 안양시,경기BIS
GGB208000202,서초빌라,37.4043333,126.8989667,2025-10-31,9033.0,31040,경기도 안양시,경기BIS
GGB208000203,충훈2교,37.4045667,126.8962333,2025-10-31,9026.0,31040,경기도 안양시,경기BIS
GGB208000204,안양여중고,37.4044833,126.9164333,2025-10-31,9128.0,31040,경기도 안양시,경기BIS
GGB208000205,신협,37.4071,126.9142667,2025-10-31,9117.0,31040,경기도 안양시,경기BIS
GGB208000206,박달동행정복지센터,37.4045,126.9091833,2025-10-31,9083.0,31040,경기도 안양시,경기BIS
GGB208000207,청원놀이터,37.4032667,126.91885,2025-10-31,9217.0,31040,경기도 안양시,경기BIS
GGB208000208,충훈1교,37.4057667,126.9035833,2025-10-31,9044.0,31040,경기도 안양시,경기BIS
GGB208000209,충훈1교,37.4058333,126.90335,2025-10-31,9039.0,31040,경기도 안양시,경기BIS
GGB208000210,성은침례교회,37.3762,126.9054,2025-10-31,9196.0,31040,경기도 안양시,경기BIS
GGB208000211,수리산성지,37.3725167,126.9047833,2025-10-31,9219.0,31040,경기도 안양시,경기BIS
GGB208000212,수리산등산로입구,37.3649833,126.9016167,2025-10-31,9221.0,31040,경기도 안양시,경기BIS
GGB208000213,수리산성지,37.37215,126.90485,2025-10-31,9223.0,31040,경기도 안양시,경기BIS
GGB208000214,성은침례교회,37.37615,126.9055167,2025-10-31,9236.0,31040,경기도 안양시,경기BIS
GGB208000215,병목안로식당가,37.3805,126.9060167,2025-10-31,9353.0,31040,경기도 안양시,경기BIS
GGB208000216,병목안시민공원,37.3855,126.9065667,2025-10-31,9354.0,31040,경기도 안양시,경기BIS
GGB208000217,화창로,37.41425,126.9008833,2025-10-31,9355.0,31040,경기도 안양시,경기BIS
GGB208000218,화창로,37.4141333,126.9006833,2025-10-31,9356.0,31040,경기도 안양시,경기BIS
GGB208000219,래미안메가트리아1단지(마을),37.3961,126.9326667,2025-10-31,9357.0,31040,경기도 안양시,경기BIS
GGB208000230,성원아파트3동,37.3950667,126.9138167,2025-10-31,9216.0,31040,경기도 안양시,경기BIS
GGB208000233,관악장애인종합복지관,37.4117167,126.9209667,2025-10-31,9215.0,31040,경기도 안양시,경기BIS
GGB208000236,차고지입구,37.40905,126.8935,2025-10-31,9214.0,31040,경기도 안양시,경기BIS
GGB208000244,안양1번가,37.4004,126.9211667,2025-10-31,9220.0,31040,경기도 안양시,경기BIS
GGB208000245,현대아파트.안양서중학교,37.3851667,126.905,2025-10-31,9222.0,31040,경기도 안양시,경기BIS
GGB208000251,연현중학교,37.4287667,126.8986,2025-10-31,9225.0,31040,경기도 안양시,경기BIS
GGB208000252,래미안메가트리아상가앞.비산대교,37.3969167,126.9307167,2025-10-31,9347.0,31040,경기도 안양시,경기BIS
GGB208000254,포스빌.안양고용센터,37.3984333,126.9214833,2025-10-31,9237.0,31040,경기도 안양시,경기BIS
GGB208000255,석수역,37.4336667,126.9021167,2025-10-31,9228.0,31040,경기도 안양시,경기BIS
GGB208000256,현진에버빌아파트,37.4311,126.9026167,2025-10-31,9230.0,31040,경기도 안양시,경기BIS
GGB208000257,LG아파트,37.4291667,126.9030167,2025-10-31,9227.0,31040,경기도 안양시,경기BIS
GGB208000258,석수하우스토리아파트,37.42715,126.9035167,2025-10-31,9229.0,31040,경기도 안양시,경기BIS
GGB208000260,사회복지관,37.3934667,126.9085,2025-10-31,9234.0,31040,경기도 안양시,경기BIS
GGB208000261,사회복지관,37.3932167,126.9086167,2025-10-31,9235.0,31040,경기도 안양시,경기BIS
GGB208000262,효성아파트입구,37.3925167,126.9047167,2025-10-31,9233.0,31040,경기도 안양시,경기BIS
GGB208000263,효성아파트입구,37.3926,126.905,2025-10-31,9232.0,31040,경기도 안양시,경기BIS
GGB208000264,효성아파트.종점,37.39265,126.9035167,2025-10-31,9231.0,31040,경기도 안양시,경기BIS
GGB208000265,LG아파트후문,37.4305333,126.8990667,2025-10-31,9238.0,31040,경기도 안양시,경기BIS
GGB208000266,석수하수처리장.안양그린마루,37.4166167,126.8974167,2025-10-31,9243.0,31040,경기도 안양시,경기BIS
GGB208000267,안양그린마루.석수하수처리장,37.4168,126.8969833,2025-10-31,9244.0,31040,경기도 안양시,경기BIS
GGB208000268,영풍아파트,37.4133167,126.9045833,2025-10-31,9245.0,31040,경기도 안양시,경기BIS
GGB208000269,영풍아파트,37.41345,126.90515,2025-10-31,9246.0,31040,경기도 안양시,경기BIS
GGB208000270,석수도서관,37.4125333,126.9060333,2025-10-31,9247.0,31040,경기도 안양시,경기BIS
GGB208000271,석수도서관,37.41175,126.9062333,2025-10-31,9248.0,31040,경기도 안양시,경기BIS
GGB208000272,주공뜨란체정문,37.4006,126.9272667,2025-10-31,9249.0,31040,경기도 안양시,경기BIS
GGB208000273,덕천교,37.3942667,126.9366167,2025-10-31,9250.0,31040,경기도 안양시,경기BIS
GGB208000274,덕천초등학교.아이에스비즈타워,37.3928167,126.9368167,2025-10-31,9251.0,31040,경기도 안양시,경기BIS
GGB208000275,아이에스비즈타워.덕천초등학교,37.3926833,126.9368833,2025-10-31,9252.0,31040,경기도 안양시,경기BIS
GGB208000276,덕천교,37.3945,126.9366333,2025-10-31,9253.0,31040,경기도 안양시,경기BIS
GGB208000277,래미안메가트리아2단지,37.3955,126.9346,2025-10-31,9254.0,31040,경기도 안양시,경기BIS
GGB208000278,래미안메가트리아2단지,37.39525,126.9345333,2025-10-31,9255.0,31040,경기도 안양시,경기BIS
GGB208000279,메가트리아북문,37.3958667,126.9311167,2025-10-31,9256.0,31040,경기도 안양시,경기BIS
GGB208000280,고용노동부안양지청.명학자동차운전전문학원,37.3862,126.9382,2025-10-31,9351.0,31040,경기도 안양시,경기BIS
GGB208000281,성결대학교.안양아트센터.명학역,37.3850167,126.9326833,2025-10-31,9257.0,31040,경기도 안양시,경기BIS
GGB208000282,안양중앙시장,37.3978667,126.9219667,2025-10-31,9218.0,31040,경기도 안양시,경기BIS
GGB208000283,명학역,37.3852167,126.9358833,2025-10-31,9188.0,31040,경기도 안양시,경기BIS
GGB208000284,두산위브아파트,37.4325833,126.8999833,2025-10-31,9226.0,31040,경기도 안양시,경기BIS
GGB208000285,보건소.만안구청,37.3859333,126.9326833,2025-10-31,9340.0,31040,경기도 안양시,경기BIS
GGB208000286,보건소.만안구청,37.3861833,126.9328667,2025-10-31,9339.0,31040,경기도 안양시,경기BIS
GGB208000287,래미안메가트리아1단지,37.3966167,126.9314333,2025-10-31,9034.0,31040,경기도 안양시,경기BIS
GGB208000288,안양역시외버스터미널,37.40115,126.9218167,2025-10-31,9242.0,31040,경기도 안양시,경기BIS
GGB208000289,안양역시외버스터미널,37.4011,126.9218,2025-10-31,9239.0,31040,경기도 안양시,경기BIS
GGB208000290,충훈터널.석수도서관,37.41145,126.90665,2025-10-31,9258.0,31040,경기도 안양시,경기BIS
GGB208000291,안양해솔학교,37.4331,126.9142333,2025-10-31,9118.0,31040,경기도 안양시,경기BIS
GGB208000292,장애인복지회관후문,37.41345,126.9200167,2025-10-31,9181.0,31040,경기도 안양시,경기BIS
GGB208000294,금호아파트,37.39945,126.9004167,2025-10-31,9262.0,31040,경기도 안양시,경기BIS
GGB208000295,박달초교.안양고교,37.4003833,126.9023833,2025-10-31,9263.0,31040,경기도 안양시,경기BIS
GGB208000296,열린문교회,37.4015167,126.9050167,2025-10-31,9264.0,31040,경기도 안양시,경기BIS
GGB208000297,어반포레자연앤e편한세상.찬우물,37.3919,126.9238833,2025-10-31,9265.0,31040,경기도 안양시,경기BIS
GGB208000298,어반포레자연앤e편한세상.찬우물,37.3922167,126.9237833,2025-10-31,9266.0,31040,경기도 안양시,경기BIS
GGB208000299,안양대학교,37.3932167,126.9215833,2025-10-31,9267.0,31040,경기도 안양시,경기BIS
GGB208000300,근명고등학교,37.3940333,126.9198667,2025-10-31,9268.0,31040,경기도 안양시,경기BIS
GGB208000301,안양병원,37.3937333,126.9243333,2025-10-31,9269.0,31040,경기도 안양시,경기BIS
GGB208000302,성원상떼빌1차,37.3946833,126.91715,2025-10-31,9270.0,31040,경기도 안양시,경기BIS
GGB208000303,성원상떼빌1차,37.3944167,126.9168833,2025-10-31,9271.0,31040,경기도 안양시,경기BIS
GGB208000304,안양예술공원사거리,37.4163333,126.9177833,2025-10-31,9272.0,31040,경기도 안양시,경기BIS
GGB208000305,안양예술공원사거리,37.4162833,126.9176,2025-10-31,9273.0,31040,경기도 안양시,경기BIS
GGB208000306,만안초등학교,37.4064833,126.9179333,2025-10-31,9274.0,31040,경기도 안양시,경기BIS
GGB208000307,석수시장.북부새마을금고,37.4128,126.9092,2025-10-31,9259.0,31040,경기도 안양시,경기BIS
GGB208000308,육군7688부대,37.39285,126.8912333,2025-10-31,9275.0,31040,경기도 안양시,경기BIS
GGB208000309,박달초교.안양고교,37.4003333,126.9026833,2025-10-31,9276.0,31040,경기도 안양시,경기BIS
GGB208000310,박달삼거리,37.4022,126.9061167,2025-10-31,9277.0,31040,경기도 안양시,경기BIS
GGB208000311,안양2동행정복지센터,37.4050333,126.9188667,2025-10-31,9278.0,31040,경기도 안양시,경기BIS
GGB208000312,명학역,37.3849167,126.9361667,2025-10-31,9260.0,31040,경기도 안양시,경기BIS
GGB208000313,샛별한양아파트.한양스포츠센터,37.3959333,126.9478667,2025-10-31,9279.0,31040,경기도 안양시,경기BIS
GGB208000314,안양시외버스정류장(하행),37.4019,126.9186,2025-10-31,9240.0,31040,경기도 안양시,경기BIS
GGB208000315,안양시외버스정류장(상행),37.4019667,126.919,2025-10-31,9241.0,31040,경기도 안양시,경기BIS
GGB208000316,안양7동행정복지센터,37.39155,126.934,2025-10-31,9280.0,31040,경기도 안양시,경기BIS
GGB208000317,안양7동행정복지센터,37.3913333,126.9340167,2025-10-31,9281.0,31040,경기도 안양시,경기BIS
GGB208000318,안양7동복지회관,37.38915,126.93445,2025-10-31,9282.0,31040,경기도 안양시,경기BIS
